x,y,status,visited,last_seen_step,floor_factor,victim_present,victim_id,vitals_read,vitals_raw,g_cost,parent_x,parent_y,neighbors_clear,tri_color
73,32,clear,1,1503,,0,,0,[],,,,[],
12,22,clear,1,1343,,0,,0,[],,,,[],
91,86,clear,1,522,,0,,0,[],,,,[],
75,78,clear,1,1292,,0,,0,[],,,,[],
88,17,clear,1,708.5,,0,,0,[],,,,[],
33,81,clear,1,389,,1,171,1,"[172.0, 35.0, 96.0, 18.0, 126.0, 100.0, 36.14206911443138, 1.0, 0.0, 1.0, 0.0, 15.0, 0.0]",,,,[],black
68,38,clear,1,1504,,0,,0,[],,,,[],
67,79,clear,0,1254,,0,,0,[],,,,[],
58,30,clear,0,224,,0,,0,[],,,,[],
42,22,clear,1,787,,0,,0,[],,,,[],
61,35,clear,1,182,,0,,0,[],,,,[],
80,48,clear,1,626,,0,,0,[],,,,[],
0,25,clear,1,1303,,0,,0,[],,,,[],
19,38,clear,0,1380,,0,,0,[],,,,[],
79,89,wall,0,1503,,0,,0,[],,,,[],
21,84,clear,1,473,,0,,0,[],,,,[],
72,49,clear,1,261.5,,0,,0,[],,,,[],
56,41,clear,0,108,,0,,0,[],,,,[],
88,30,clear,1,959,,0,,0,[],,,,[],
46,33,clear,1,763.5,,0,,0,[],,,,[],
65,46,clear,0,280,,0,,0,[],,,,[],
49,38,clear,1,168,,0,,0,[],,,,[],
68,51,clear,1,346,,0,,0,[],,,,[],
7,41,clear,1,751,,0,,0,[],,,,[],
67,92,clear,1,1189,,0,,0,[],,,,[],
42,35,clear,1,132,,0,,0,[],,,,[],
0,38,clear,0,759,,0,,0,[],,,,[],
60,52,clear,1,310,,0,,0,[],,,,[],
51,3,clear,1,1051.5,,0,,0,[],,,,[],
53,49,clear,1,82,,0,,0,[],,,,[],
72,62,clear,0,396,,0,,0,[],,,,[],
14,57,clear,0,661,,0,,0,[],,,,[],
30,1,clear,1,1023,,1,77,1,"[78.0, 54.0, 0.0, 0.0, 0.0, 55.0, 34.12295851715853, 0.0, 3.0, 1.0, 0.0, 4.0, 3.0]",,,,[],black
90,52,clear,1,1100,,0,,0,[],,,,[],
48,55,clear,0,36,,0,,0,[],,,,[],
81,3,clear,1,865.5,,0,,0,[],,,,[],
39,6,clear,1,940,,0,,0,[],,,,[],
83,49,clear,1,1402,,0,,0,[],,,,[],
41,52,clear,1,31,,0,,0,[],,,,[],
2,60,clear,0,817,,0,,0,[],,,,[],
76,9,clear,1,912,,0,,0,[],,,,[],
34,49,clear,0,70,,0,,0,[],,,,[],
37,54,clear,1,61,,0,,0,[],,,,[],
78,55,clear,1,1049.5,,0,,0,[],,,,[],
69,6,clear,1,984.5,,0,,0,[],,,,[],
14,70,clear,1,582,,0,,0,[],,,,[],
27,9,clear,1,1080,,0,,0,[],,,,[],
11,1,clear,0,1166,,0,,0,[],,,,[],
71,52,clear,1,351,,0,,0,[],,,,[],
90,65,clear,1,746,,0,,0,[],,,,[],
29,55,clear,0,206,,0,,0,[],,,,[],
20,6,clear,1,1139,,1,54,1,"[55.0, 31.0, 139.0, 32.0, 83.0, 77.0, 35.31986712745368, 0.0, 3.0, 1.0, 0.0, 11.0, 2.0]",,,,[],black
6,71,clear,1,878,,0,,0,[],,,,[],
23,11,clear,1,1084,,0,,0,[],,,,[],
41,65,clear,1,162,,0,,0,[],,,,[],
44,70,clear,0,158,,0,,0,[],,,,[],
85,71,clear,0,633,,0,,0,[],,,,[],
57,9,clear,1,1106,,0,,0,[],,,,[],
2,73,clear,1,867,,0,,0,[],,,,[],
43,74,clear,0,368,,0,,0,[],,,,[],
15,12,clear,1,1260,,0,,0,[],,,,[],
59,55,clear,0,328,,0,,0,[],,,,[],
78,68,clear,1,1309,,0,,0,[],,,,[],
17,58,clear,0,657,,0,,0,[],,,,[],
91,7,clear,1,767.5,,0,,0,[],,,,[],
36,71,clear,1,309,,0,,0,[],,,,[],
50,6,clear,1,853,,0,,0,[],,,,[],
55,84,clear,0,1122,,0,,0,[],,,,[],
8,9,clear,1,1225,,1,25,1,"[26.0, 31.0, 134.0, 41.0, 79.0, 85.0, 33.97216258028236, 0.0, 3.0, 1.0, 0.0, 9.0, 2.0]",,,,[],black
11,14,clear,1,1248,,0,,0,[],,,,[],
84,4,clear,1,860,,0,,0,[],,,,[],
29,68,clear,1,427,,0,,0,[],,,,[],
87,9,clear,1,813,,0,,0,[],,,,[],
73,74,clear,1,1274,,0,,0,[],,,,[],
45,12,clear,1,829,,0,,0,[],,,,[],
22,28,clear,1,1417,,0,,0,[],,,,[],
85,84,clear,1,547,,0,,0,[],,,,[],
38,9,clear,1,957,,0,,0,[],,,,[],
79,10,wall,0,1449,,0,,0,[],,,,[],
43,87,clear,1,1066,,0,,0,[],,,,[],
15,25,clear,1,1347,,0,,0,[],,,,[],
18,30,clear,1,1370,,0,,0,[],,,,[],
17,71,wall,0,1503,,0,,0,[],,,,[],
91,20,clear,0,700,,0,,0,[],,,,[],
36,84,clear,0,343,,0,,0,[],,,,[],
77,85,clear,1,1231,,1,322,1,"[323.0, 36.0, 0.0, 0.0, 0.0, 19.0, 26.59966920254043, 0.0, 3.0, 0.0, 0.0, 4.0, 3.0]",,,,[],black
52,28,wall,0,1497,,0,,0,[],,,,[],
73,87,clear,1,1224,,0,,0,[],,,,[],
12,77,clear,1,899,,0,,0,[],,,,[],
45,25,clear,1,781,,0,,0,[],,,,[],
31,90,clear,1,1001,,0,,0,[],,,,[],
86,26,clear,1,1007,,0,,0,[],,,,[],
89,31,clear,1,648.5,,0,,0,[],,,,[],
47,34,clear,0,124,,0,,0,[],,,,[],
24,87,clear,0,994,,0,,0,[],,,,[],
65,88,clear,0,1186,,0,,0,[],,,,[],
68,93,clear,1,1161,,0,,0,[],,,,[],
42,77,clear,1,375,,0,,0,[],,,,[],
61,90,clear,0,1146,,0,,0,[],,,,[],
33,28,clear,0,1486,,0,,0,[],,,,[],
93,42,clear,1,872,,0,,0,[],,,,[],
51,45,clear,0,82,,0,,0,[],,,,[],
54,87,clear,1,1132,,0,,0,[],,,,[],
86,39,clear,1,622.5,,0,,0,[],,,,[],
70,31,clear,1,1501,,0,,0,[],,,,[],
89,44,clear,0,861,,0,,0,[],,,,[],
47,47,clear,1,43.666666666666664,,0,,0,[],,,,[],
88,85,clear,1,571,,0,,0,[],,,,[],
5,50,clear,1,803,,1,120,1,"[121.0, 38.0, 0.0, 1.0, 0.0, 44.0, 28.36873618558518, 0.0, 3.0, 1.0, 0.0, 5.0, 3.0]",,,,[],black
46,88,clear,0,1067,,0,,0,[],,,,[],
49,93,clear,1,1083,,0,,0,[],,,,[],
21,31,clear,1,1394,,0,,0,[],,,,[],
81,45,clear,0,282,,0,,0,[],,,,[],
39,48,clear,1,73,,0,,0,[],,,,[],
42,90,clear,0,1061,,0,,0,[],,,,[],
74,42,clear,1,804,,0,,0,[],,,,[],
93,55,clear,0,1057,,0,,0,[],,,,[],
51,58,clear,1,43,,0,,0,[],,,,[],
35,50,clear,1,71,,0,,0,[],,,,[],
34,91,clear,0,1038,,0,,0,[],,,,[],
67,39,clear,1,1504,,0,,0,[],,,,[],
26,1,clear,1,1028,,0,,0,[],,,,[],
70,44,clear,1,262,,0,,0,[],,,,[],
69,48,clear,1,345,,0,,0,[],,,,[],
5,63,clear,1,686,,0,,0,[],,,,[],
62,45,clear,0,274,,0,,0,[],,,,[],
81,58,clear,1,687,,0,,0,[],,,,[],
39,61,clear,0,110,,0,,0,[],,,,[],
14,4,clear,1,1163,,0,,0,[],,,,[],
55,5,clear,1,1120,,0,,0,[],,,,[],
32,58,clear,1,213,,0,,0,[],,,,[],
35,63,clear,1,251,,0,,0,[],,,,[],
76,64,clear,0,401,,0,,0,[],,,,[],
48,2,clear,1,1151.5,,0,,0,[],,,,[],
92,45,clear,1,858,,0,,0,[],,,,[],
6,5,wall,0,1497,,0,,0,[],,,,[],
9,47,clear,0,730,,0,,0,[],,,,[],
50,48,clear,0,75,,0,,0,[],,,,[],
8,51,clear,1,725,,0,,0,[],,,,[],
27,64,wall,0,1503,,0,,0,[],,,,[],
11,56,clear,1,710,,0,,0,[],,,,[],
85,5,clear,1,859,,0,,0,[],,,,[],
30,69,clear,1,427,,0,,0,[],,,,[],
44,4,wall,0,1449,,0,,0,[],,,,[],
2,7,clear,0,1203,,0,,0,[],,,,[],
62,58,clear,1,368,,0,,0,[],,,,[],
78,2,clear,1,931.5,,0,,0,[],,,,[],
36,5,clear,1,952,,0,,0,[],,,,[],
38,51,clear,1,76,,1,185,1,"[186.0, 30.0, 0.0, 0.0, 0.0, 65.0, 27.40125363466532, 0.0, 3.0, 0.0, 3.0, 5.0, 3.0]",,,,[],black
76,77,clear,1,1292,,0,,0,[],,,,[],
29,2,clear,0,1024,,0,,0,[],,,,[],
15,67,clear,0,581,,0,,0,[],,,,[],
6,18,clear,0,1286,,0,,0,[],,,,[],
92,58,clear,1,803,,0,,0,[],,,,[],
91,62,clear,1,802,,0,,0,[],,,,[],
8,64,clear,0,606,,0,,0,[],,,,[],
27,77,clear,1,453,,0,,0,[],,,,[],
66,5,clear,1,936.5,,0,,0,[],,,,[],
11,69,clear,1,584,,0,,0,[],,,,[],
85,18,wall,0,1401,,0,,0,[],,,,[],
30,82,clear,1,1022,,0,,0,[],,,,[],
24,8,clear,1,1085,,0,,0,[],,,,[],
84,59,clear,1,1012.5,,0,,0,[],,,,[],
43,21,clear,1,802,,0,,0,[],,,,[],
1,24,clear,1,1304,,0,,0,[],,,,[],
87,64,clear,1,745,,0,,0,[],,,,[],
59,2,clear,1,682,,0,,0,[],,,,[],
4,66,clear,1,876,,1,118,1,"[119.0, 41.0, 131.0, 36.0, 87.0, 83.0, 34.2119265217065, 0.0, 3.0, 1.0, 2.0, 9.0, 2.0]",,,,[],black
17,5,clear,1,1136,,1,47,1,"[48.0, 35.0, 2.0, 0.0, 0.0, 6.0, 26.35734443555034, 0.0, 3.0, 1.0, 3.0, 3.0, 3.0]",,,,[],black
3,70,clear,1,878,,0,,0,[],,,,[],
22,83,clear,1,948,,0,,0,[],,,,[],
38,64,clear,1,176,,0,,0,[],,,,[],
15,80,clear,0,483,,0,,0,[],,,,[],
54,8,clear,1,1118.5,,0,,0,[],,,,[],
18,85,clear,0,472,,0,,0,[],,,,[],
31,24,clear,1,1480,,0,,0,[],,,,[],
91,75,clear,1,604,,0,,0,[],,,,[],
33,70,clear,1,427,,0,,0,[],,,,[],
24,21,clear,1,1440,,0,,0,[],,,,[],
43,34,clear,1,129,,0,,0,[],,,,[],
84,72,clear,0,459,,0,,0,[],,,,[],
87,77,clear,1,580,,1,338,1,"[339.0, 33.0, 104.0, 24.0, 103.0, 88.0, 37.401004267616095, 1.0, 1.0, 1.0, 0.0, 13.0, 1.0]",,,,[],black
86,81,clear,1,575,,0,,0,[],,,,[],
77,32,clear,0,1478,,0,,0,[],,,,[],
89,86,clear,1,569,,0,,0,[],,,,[],
19,27,clear,0,1359,,0,,0,[],,,,[],
79,78,clear,1,893.5,,0,,0,[],,,,[],
82,83,clear,1,549,,0,,0,[],,,,[],
54,21,clear,0,209,,0,,0,[],,,,[],
12,24,clear,0,1343,,0,,0,[],,,,[],
72,38,clear,0,1491,,0,,0,[],,,,[],
75,80,clear,1,1287,,0,,0,[],,,,[],
88,19,clear,1,709.5,,0,,0,[],,,,[],
33,83,clear,1,339,,0,,0,[],,,,[],
46,22,clear,1,1104,,0,,0,[],,,,[],
49,27,clear,1,198,,0,,0,[],,,,[],
70,86,clear,0,1179,,0,,0,[],,,,[],
58,32,clear,1,233,,0,,0,[],,,,[],
42,24,clear,0,782,,0,,0,[],,,,[],
61,37,clear,1,184,,0,,0,[],,,,[],
0,27,wall,0,1497,,0,,0,[],,,,[],
72,51,clear,1,244,,0,,0,[],,,,[],
88,32,clear,1,954,,0,,0,[],,,,[],
46,35,clear,1,764,,0,,0,[],,,,[],
49,40,clear,1,167,,0,,0,[],,,,[],
68,53,clear,1,350,,0,,0,[],,,,[],
7,43,clear,0,748,,0,,0,[],,,,[],
0,40,clear,1,761,,0,,0,[],,,,[],
41,41,clear,1,37,,0,,0,[],,,,[],
60,54,clear,0,330,,0,,0,[],,,,[],
44,46,clear,0,67.33333333333333,,0,,0,[],,,,[],
53,51,clear,1,82.5,,0,,0,[],,,,[],
14,59,clear,0,659,,0,,0,[],,,,[],
30,3,clear,1,1022,,0,,0,[],,,,[],
90,54,clear,1,1080,,0,,0,[],,,,[],
7,56,clear,0,708,,0,,0,[],,,,[],
48,57,clear,0,38,,0,,0,[],,,,[],
6,60,clear,0,699,,0,,0,[],,,,[],
39,8,clear,0,945,,0,,0,[],,,,[],
23,0,clear,0,1095,,0,,0,[],,,,[],
83,51,clear,0,1422,,0,,0,[],,,,[],
41,54,clear,0,53,,0,,0,[],,,,[],
2,62,clear,1,827,,1,110,1,"[111.0, 27.0, 108.0, 22.0, 100.0, 92.0, 38.01577089403148, 1.0, 2.0, 1.0, 0.0, 13.0, 0.0]",,,,[],black
15,1,clear,0,1160,,0,,0,[],,,,[],
34,51,clear,0,78,,0,,0,[],,,,[],
18,6,clear,1,1139,,0,,0,[],,,,[],
37,56,clear,1,196,,0,,0,[],,,,[],
78,57,clear,1,1047.5,,0,,0,[],,,,[],
36,60,clear,1,191,,0,,0,[],,,,[],
69,8,clear,1,931,,1,252,1,"[253.0, 43.0, 93.0, 19.0, 131.0, 94.0, 36.48313877723718, 1.0, 0.0, 1.0, 0.0, 15.0, 0.0]",,,,[],black
27,11,clear,1,1072,,0,,0,[],,,,[],
11,3,clear,0,1167,,0,,0,[],,,,[],
71,54,clear,1,355,,0,,0,[],,,,[],
90,67,clear,1,740,,0,,0,[],,,,[],
29,57,clear,0,206,,0,,0,[],,,,[],
6,73,clear,1,883,,0,,0,[],,,,[],
45,1,clear,1,1392,,0,,0,[],,,,[],
85,73,clear,1,484,,0,,0,[],,,,[],
2,75,clear,1,866,,0,,0,[],,,,[],
43,76,clear,1,371,,0,,0,[],,,,[],
15,14,clear,1,1262,,0,,0,[],,,,[],
1,79,clear,1,526,,1,108,1,"[109.0, 38.0, 107.0, 19.0, 104.0, 92.0, 37.914098675987645, 0.0, 2.0, 1.0, 0.0, 13.0, 0.0]",,,,[],black
59,57,clear,1,328,,0,,0,[],,,,[],
78,70,clear,0,875,,0,,0,[],,,,[],
17,60,clear,1,652,,0,,0,[],,,,[],
91,9,clear,1,758,,0,,0,[],,,,[],
36,73,clear,1,429,,0,,0,[],,,,[],
55,86,clear,1,1130,,0,,0,[],,,,[],
75,1,clear,1,912.5,,0,,0,[],,,,[],
8,11,clear,0,1243,,0,,0,[],,,,[],
84,6,clear,1,884,,0,,0,[],,,,[],
29,70,clear,1,427,,0,,0,[],,,,[],
10,20,clear,0,1336,,0,,0,[],,,,[],
87,11,wall,0,1449,,0,,0,[],,,,[],
73,76,clear,0,1281,,0,,0,[],,,,[],
45,14,clear,1,731,,0,,0,[],,,,[],
31,79,clear,1,454,,0,,0,[],,,,[],
3,17,clear,0,1288,,0,,0,[],,,,[],
22,30,clear,1,1395,,0,,0,[],,,,[],
85,86,clear,1,564,,0,,0,[],,,,[],
38,11,clear,0,957,,0,,0,[],,,,[],
24,76,clear,0,441,,0,,0,[],,,,[],
43,89,clear,1,1066,,0,,0,[],,,,[],
40,20,clear,0,792,,0,,0,[],,,,[],
17,73,wall,0,1503,,0,,0,[],,,,[],
91,22,clear,1,700,,0,,0,[],,,,[],
77,87,clear,1,1226,,1,323,1,"[324.0, 29.0, 0.0, 0.0, 3.0, 9.0, 26.79387551440404, 0.0, 3.0, 0.0, 0.0, 3.0, 3.0]",,,,[],black
52,30,wall,0,1497,,0,,0,[],,,,[],
93,31,clear,1,678,,0,,0,[],,,,[],
73,89,clear,1,1224,,0,,0,[],,,,[],
12,79,clear,1,486,,0,,0,[],,,,[],
86,28,clear,1,1007,,0,,0,[],,,,[],
31,92,clear,1,973,,0,,0,[],,,,[],
89,33,clear,1,642.5,,0,,0,[],,,,[],
47,36,clear,1,124,,0,,0,[],,,,[],
88,74,clear,0,462,,0,,0,[],,,,[],
24,89,clear,0,994,,0,,0,[],,,,[],
65,90,clear,0,1187,,0,,0,[],,,,[],
42,79,clear,1,376,,0,,0,[],,,,[],
61,92,clear,1,1147,,0,,0,[],,,,[],
0,82,clear,0,517,,0,,0,[],,,,[],
74,31,clear,0,1483,,0,,0,[],,,,[],
33,30,clear,0,1496,,0,,0,[],,,,[],
93,44,clear,1,592.5,,0,,0,[],,,,[],
51,47,clear,0,84,,0,,0,[],,,,[],
54,89,clear,1,1135,,0,,0,[],,,,[],
53,93,clear,1,1104,,0,,0,[],,,,[],
86,41,clear,1,917,,0,,0,[],,,,[],
70,33,clear,0,1498,,0,,0,[],,,,[],
89,46,clear,1,860,,0,,0,[],,,,[],
9,23,clear,1,1339,,0,,0,[],,,,[],
47,49,clear,1,44.666666666666664,,0,,0,[],,,,[],
88,87,clear,1,567,,0,,0,[],,,,[],
5,52,clear,0,801,,0,,0,[],,,,[],
46,90,clear,1,1076,,0,,0,[],,,,[],
21,33,clear,1,1399,,0,,0,[],,,,[],
62,34,clear,0,236,,0,,0,[],,,,[],
81,47,clear,0,854,,0,,0,[],,,,[],
39,50,clear,1,74,,0,,0,[],,,,[],
42,92,clear,1,1056,,0,,0,[],,,,[],
74,44,clear,1,656.6666666666666,,0,,0,[],,,,[],
51,60,clear,0,40,,0,,0,[],,,,[],
35,52,clear,1,199,,0,,0,[],,,,[],
34,93,clear,0,1039,,0,,0,[],,,,[],
92,34,clear,1,678.5,,0,,0,[],,,,[],
69,50,clear,1,346,,0,,0,[],,,,[],
60,1,clear,1,681,,1,232,1,"[233.0, 34.0, 139.0, 31.0, 65.0, 79.0, 34.6732975806666, 0.0, 3.0, 1.0, 0.0, 9.0, 2.0]",,,,[],black
62,47,clear,0,98,,0,,0,[],,,,[],
81,60,clear,1,996.5,,0,,0,[],,,,[],
39,63,clear,1,176,,0,,0,[],,,,[],
4,42,clear,1,769,,0,,0,[],,,,[],
14,6,clear,0,1157,,0,,0,[],,,,[],
55,7,clear,1,1119,,0,,0,[],,,,[],
90,1,clear,1,794,,0,,0,[],,,,[],
48,4,clear,1,1105,,0,,0,[],,,,[],
92,47,clear,1,856.6666666666666,,0,,0,[],,,,[],
6,7,clear,1,1225,,0,,0,[],,,,[],
50,50,clear,1,76.5,,0,,0,[],,,,[],
8,53,clear,0,718,,0,,0,[],,,,[],
27,66,wall,0,1503,,0,,0,[],,,,[],
11,58,clear,1,671,,0,,0,[],,,,[],
85,7,clear,1,880,,0,,0,[],,,,[],
30,71,clear,1,427,,0,,0,[],,,,[],
44,6,clear,1,936,,0,,0,[],,,,[],
2,9,clear,1,1209,,1,7,1,"[8.0, 40.0, 80.0, 14.0, 111.0, 97.0, 37.29332920355884, 1.0, 0.0, 1.0, 0.0, 15.0, 0.0]",,,,[],black
84,48,clear,1,1399,,0,,0,[],,,,[],
43,10,clear,1,929,,0,,0,[],,,,[],
87,53,clear,1,1086,,0,,0,[],,,,[],
78,4,clear,1,927.5,,0,,0,[],,,,[],
36,7,clear,1,955,,1,94,1,"[95.0, 34.0, 87.0, 16.0, 133.0, 97.0, 36.744322500168906, 1.0, 0.0, 1.0, 0.0, 15.0, 0.0]",,,,[],black
55,20,wall,0,1497,,0,,0,[],,,,[],
38,53,clear,1,66,,0,,0,[],,,,[],
76,79,clear,1,1292,,0,,0,[],,,,[],
29,4,clear,1,1021,,0,,0,[],,,,[],
15,69,clear,1,581,,0,,0,[],,,,[],
73,10,wall,0,1449,,0,,0,[],,,,[],
18,74,wall,0,1503,,0,,0,[],,,,[],
6,20,clear,0,1321,,0,,0,[],,,,[],
91,64,clear,1,752,,0,,0,[],,,,[],
8,66,clear,0,589,,0,,0,[],,,,[],
66,7,clear,1,993,,0,,0,[],,,,[],
11,71,clear,1,573,,0,,0,[],,,,[],
85,20,wall,0,1401,,0,,0,[],,,,[],
24,10,clear,1,1085,,0,,0,[],,,,[],
84,61,clear,1,995,,0,,0,[],,,,[],
43,23,clear,1,802,,0,,0,[],,,,[],
1,26,clear,1,1298,,0,,0,[],,,,[],
87,66,clear,0,743,,0,,0,[],,,,[],
59,4,clear,1,1106,,0,,0,[],,,,[],
17,7,clear,1,1136,,0,,0,[],,,,[],
3,72,clear,1,878,,0,,0,[],,,,[],
22,85,clear,0,469,,0,,0,[],,,,[],
38,66,clear,1,176,,0,,0,[],,,,[],
79,67,clear,0,861,,0,,0,[],,,,[],
82,72,clear,1,880,,0,,0,[],,,,[],
54,10,wall,0,1497,,0,,0,[],,,,[],
12,13,clear,1,1254,,1,32,1,"[33.0, 43.0, 65.0, 15.0, 127.0, 95.0, 36.2704950749232, 1.0, 0.0, 1.0, 0.0, 15.0, 0.0]",,,,[],black
31,26,clear,1,1480,,0,,0,[],,,,[],
91,77,clear,0,599,,0,,0,[],,,,[],
33,72,clear,1,429,,0,,0,[],,,,[],
52,85,clear,0,1121,,0,,0,[],,,,[],
24,23,clear,0,1428,,0,,0,[],,,,[],
1,39,clear,1,760,,0,,0,[],,,,[],
86,83,clear,1,573,,0,,0,[],,,,[],
77,34,clear,0,1478,,0,,0,[],,,,[],
89,88,clear,0,566,,0,,0,[],,,,[],
19,29,clear,0,1363,,0,,0,[],,,,[],
79,80,wall,0,1401,,0,,0,[],,,,[],
82,85,clear,1,552,,0,,0,[],,,,[],
54,23,clear,1,211,,1,219,1,"[220.0, 26.0, 155.0, 35.0, 74.0, 79.0, 34.00332194766844, 0.0, 3.0, 1.0, 3.0, 10.0, 2.0]",,,,[],black
72,40,clear,0,149,,0,,0,[],,,,[],
75,82,clear,1,1245,,0,,0,[],,,,[],
88,21,clear,1,707.5,,0,,0,[],,,,[],
33,85,clear,0,1026,,0,,0,[],,,,[],
74,86,clear,1,1225,,0,,0,[],,,,[],
46,24,clear,1,1102.5,,0,,0,[],,,,[],
49,29,clear,1,188,,0,,0,[],,,,[],
68,42,clear,0,261.5,,0,,0,[],,,,[],
70,88,clear,1,1193,,0,,0,[],,,,[],
58,34,clear,0,178,,0,,0,[],,,,[],
28,91,clear,1,985,,0,,0,[],,,,[],
61,39,clear,1,187.5,,0,,0,[],,,,[],
60,43,clear,1,105,,0,,0,[],,,,[],
34,27,clear,1,1485,,0,,0,[],,,,[],
72,53,clear,1,352,,0,,0,[],,,,[],
37,32,clear,0,1492,,0,,0,[],,,,[],
56,45,clear,0,92,,0,,0,[],,,,[],
46,37,clear,1,762.5,,0,,0,[],,,,[],
49,42,clear,1,165,,0,,0,[],,,,[],
90,43,clear,1,595,,0,,0,[],,,,[],
7,45,clear,1,744,,0,,0,[],,,,[],
0,42,clear,0,774,,0,,0,[],,,,[],
41,43,clear,0,33,,0,,0,[],,,,[],
60,56,clear,1,329,,0,,0,[],,,,[],
44,48,clear,1,28.666666666666668,,0,,0,[],,,,[],
2,51,clear,0,805,,0,,0,[],,,,[],
76,0,clear,1,911,,0,,0,[],,,,[],
53,53,clear,0,50,,0,,0,[],,,,[],
14,61,clear,1,639,,0,,0,[],,,,[],
27,0,clear,1,1027,,0,,0,[],,,,[],
71,43,clear,0,659,,0,,0,[],,,,[],
30,5,clear,1,1020,,0,,0,[],,,,[],
90,56,clear,1,1073.5,,0,,0,[],,,,[],
48,59,clear,0,38,,0,,0,[],,,,[],
6,62,clear,1,683,,0,,0,[],,,,[],
23,2,clear,1,1098,,0,,0,[],,,,[],
64,3,clear,1,988.5,,0,,0,[],,,,[],
83,53,clear,0,1422,,0,,0,[],,,,[],
41,56,clear,1,51,,0,,0,[],,,,[],
85,62,clear,1,995,,0,,0,[],,,,[],
57,0,clear,1,893,,0,,0,[],,,,[],
2,64,clear,1,875,,0,,0,[],,,,[],
15,3,clear,1,1163,,0,,0,[],,,,[],
59,46,clear,1,802,,0,,0,[],,,,[],
18,8,clear,1,1139,,0,,0,[],,,,[],
78,59,clear,1,680,,0,,0,[],,,,[],
36,62,clear,1,189,,0,,0,[],,,,[],
11,5,wall,0,1497,,0,,0,[],,,,[],
30,18,wall,0,1497,,0,,0,[],,,,[],
71,56,clear,1,383,,0,,0,[],,,,[],
29,59,clear,0,215,,0,,0,[],,,,[],
87,0,clear,1,797.5,,0,,0,[],,,,[],
6,75,clear,1,884,,0,,0,[],,,,[],
45,3,clear,1,1149.5,,0,,0,[],,,,[],
3,6,clear,0,1185,,0,,0,[],,,,[],
85,75,clear,1,485,,0,,0,[],,,,[],
38,0,clear,0,1374,,0,,0,[],,,,[],
43,78,clear,1,374,,0,,0,[],,,,[],
15,16,clear,1,1264,,0,,0,[],,,,[],
1,81,clear,1,518,,0,,0,[],,,,[],
59,59,clear,0,325,,0,,0,[],,,,[],
78,72,clear,1,874,,0,,0,[],,,,[],
17,62,clear,1,645,,0,,0,[],,,,[],
91,11,clear,1,798.5,,0,,0,[],,,,[],
36,75,clear,1,429,,1,180,1,"[181.0, 35.0, 81.0, 18.0, 111.0, 99.0, 37.20477232035443, 1.0, 0.0, 1.0, 0.0, 15.0, 0.0]",,,,[],black
77,76,clear,0,864.5,,0,,0,[],,,,[],
75,3,clear,1,920.5,,0,,0,[],,,,[],
80,81,clear,0,495,,0,,0,[],,,,[],
33,6,clear,1,1011,,0,,0,[],,,,[],
84,8,clear,1,799,,1,290,1,"[291.0, 36.0, 107.0, 25.0, 90.0, 96.0, 37.66439826472579, 0.0, 1.0, 1.0, 0.0, 13.0, 1.0]",,,,[],black
10,22,clear,1,1341,,0,,0,[],,,,[],
87,13,wall,0,1449,,0,,0,[],,,,[],
73,78,clear,1,1283,,0,,0,[],,,,[],
45,16,clear,1,749,,0,,0,[],,,,[],
86,17,clear,1,995,,0,,0,[],,,,[],
31,81,clear,1,454,,0,,0,[],,,,[],
3,19,clear,0,1312,,0,,0,[],,,,[],
89,22,wall,0,1449,,0,,0,[],,,,[],
22,32,clear,0,1398,,0,,0,[],,,,[],
24,78,clear,0,931,,0,,0,[],,,,[],
43,91,clear,1,1070,,0,,0,[],,,,[],
63,6,clear,1,996,,1,242,1,"[243.0, 30.0, 86.0, 15.0, 109.0, 100.0, 36.40373958418536, 1.0, 0.0, 1.0, 0.0, 15.0, 0.0]",,,,[],black
40,22,clear,0,785,,0,,0,[],,,,[],
17,75,clear,1,915,,0,,0,[],,,,[],
77,89,clear,1,1213,,0,,0,[],,,,[],
19,84,clear,1,474,,0,,0,[],,,,[],
52,32,wall,0,1497,,0,,0,[],,,,[],
93,33,clear,1,678,,0,,0,[],,,,[],
73,91,clear,1,1222,,0,,0,[],,,,[],
86,30,clear,0,933,,0,,0,[],,,,[],
89,35,clear,1,639,,0,,0,[],,,,[],
28,25,clear,1,1477,,0,,0,[],,,,[],
47,38,clear,1,117,,0,,0,[],,,,[],
88,76,clear,1,479,,0,,0,[],,,,[],
5,41,clear,1,766,,0,,0,[],,,,[],
65,92,clear,1,1154,,0,,0,[],,,,[],
21,22,clear,0,1423,,0,,0,[],,,,[],
40,35,clear,0,133,,0,,0,[],,,,[],
58,89,clear,1,1138,,0,,0,[],,,,[],
42,81,clear,1,352,,0,,0,[],,,,[],
74,33,clear,1,1486,,0,,0,[],,,,[],
93,46,clear,1,856,,0,,0,[],,,,[],
51,49,clear,1,76,,0,,0,[],,,,[],
70,35,clear,0,1495,,0,,0,[],,,,[],
9,25,clear,0,1333,,0,,0,[],,,,[],
47,51,clear,1,41,,0,,0,[],,,,[],
88,89,clear,1,534,,0,,0,[],,,,[],
46,92,clear,0,1077,,0,,0,[],,,,[],
21,35,clear,0,1399,,0,,0,[],,,,[],
62,36,clear,0,183.5,,0,,0,[],,,,[],
81,49,clear,1,625,,0,,0,[],,,,[],
39,52,clear,0,65,,0,,0,[],,,,[],
